# stan_version_major = 2
# stan_version_minor = 15
# stan_version_patch = 0
# model = plummer2d_angle_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = plum.data.R
# init = 2 (Default)
# random
#   seed = 2176169100
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,rhalf,ell,x0,y0,paV.1,paV.2,norm
# Adaptation terminated
# Step size = 0.196356
# Diagonal elements of inverse mass matrix:
# 0.0149357, 0.353937, 0.0203416, 0.0262842, 0.152704, 0.288605
-407.488,0.972616,0.196356,4,31,0,408.84,1.82662,0.290915,-0.347139,-0.0913094,0.700357,0.713793,0.134541
-406.084,1,0.196356,4,15,0,409.391,1.80517,0.290537,-0.100197,-0.179566,0.527665,0.849453,0.137684
-407.185,0.998594,0.196356,4,15,0,408.154,2.05426,0.400996,-0.286267,-0.073073,0.474872,0.880055,0.125924
-407.246,0.484361,0.196356,5,31,0,409.815,1.65918,0.214735,-0.159048,-0.449868,0.507341,0.861745,0.147248
-407.861,0.701119,0.196356,3,7,0,408.677,1.77544,0.166542,-0.144029,-0.44138,0.506248,0.862388,0.121158
-406.413,0.301256,0.196356,4,15,0,410.797,1.75138,0.210261,-0.247805,-0.405048,0.385668,0.922638,0.131404
-408.293,0.797189,0.196356,4,15,0,412.731,2.275,0.38187,-0.292731,-0.0922214,0.526298,0.8503,0.0994967
-405.426,0.840178,0.196356,4,15,0,411.297,1.79282,0.358018,-0.19144,-0.251571,0.451507,0.892268,0.154261
-406.639,0.87958,0.196356,4,15,0,410.768,1.87253,0.37664,-0.0368241,-0.201079,0.426361,0.904553,0.145631
-405.883,0.996049,0.196356,3,7,0,407.391,1.85624,0.396165,-0.117033,-0.182418,0.511197,0.859464,0.15299
-408.07,0.898645,0.196356,3,15,0,409.167,1.92341,0.258862,-0.0871596,-0.0334275,0.282164,0.959366,0.116093
-411.131,0.976861,0.196356,4,15,0,414.514,1.54021,0.133718,-0.186301,0.0274869,0.732611,0.680647,0.154892
-408.509,1,0.196356,4,15,0,412.09,1.63683,0.107225,-0.169918,-0.212635,0.294546,0.955637,0.133076
-408.477,0.55804,0.196356,2,7,0,410.44,1.6851,0.0964814,-0.221644,-0.255385,0.519564,0.854432,0.124069
-408.646,0.59938,0.196356,3,7,0,411.027,1.75254,0.0979921,-0.277862,-0.213804,0.636195,0.771528,0.114895
-412.92,0.172366,0.196356,4,15,0,415.518,1.86294,0.0797101,-0.251498,-0.601954,0.331941,0.9433,0.0996613
-411.064,0.483138,0.196356,4,15,0,417.271,1.72143,0.26391,-0.0716199,-0.482756,0.800797,0.598936,0.145928
-409.334,0.435193,0.196356,4,15,0,415.77,1.53067,0.296692,-0.103732,-0.249853,0.327588,0.944821,0.19317
-408.721,0.999621,0.196356,4,15,0,411.48,1.59774,0.174996,-0.238289,-0.125768,0.68731,0.726364,0.151142
-407.289,0.991928,0.196356,4,31,0,410.664,1.97204,0.35135,-0.251067,-0.39389,0.426842,0.904326,0.126185
-407.66,0.981801,0.196356,4,31,0,410.673,2.08907,0.374001,-0.309307,-0.133829,0.19191,0.981413,0.116511
-409.1,1,0.196356,4,15,0,410.579,1.78921,0.260132,-0.178618,-0.362533,0.555593,0.831455,0.134392
-408.567,0.981088,0.196356,4,15,0,412.743,1.75683,0.273322,-0.116719,0.0391673,0.473542,0.880771,0.141922
-407.576,1,0.196356,4,15,0,409.662,2.11867,0.421897,-0.351609,-0.494012,0.540976,0.841038,0.122664
-409.046,0.98134,0.196356,4,15,0,411.721,2.21558,0.404173,-0.26906,0.0855923,0.429579,0.903029,0.108832
-411.819,0.938942,0.196356,3,15,0,413.483,2.20695,0.49171,-0.27911,0.184586,0.41085,0.911703,0.128574
-410.207,0.993834,0.196356,3,7,0,412.973,2.17938,0.411377,-0.302007,0.183654,0.429455,0.903088,0.113854
-409.184,0.957439,0.196356,3,15,0,414.555,2.12319,0.394327,-0.287323,0.0622076,0.644182,0.764872,0.116583
-408.902,0.994538,0.196356,3,7,0,411.748,2.11778,0.457768,-0.172353,-0.0363687,0.255402,0.966835,0.130889
-406.445,0.968347,0.196356,3,15,0,412.202,2.04865,0.301605,-0.222478,-0.163181,0.51915,0.854683,0.108595
-406.986,0.90986,0.196356,4,31,0,409.18,1.77338,0.228598,-0.131204,-0.109813,0.501963,0.864889,0.13121
-407.564,0.981327,0.196356,4,15,0,409.684,1.82786,0.368433,-0.408034,-0.478316,0.645539,0.763727,0.150849
-406.774,0.691447,0.196356,5,47,0,410.573,1.66601,0.312112,-0.145932,-0.128575,0.363766,0.931491,0.166716
-405.175,0.973642,0.196356,4,15,0,410.353,1.9651,0.380396,-0.167366,-0.16431,0.404306,0.914624,0.133035
-407.535,0.930167,0.196356,4,15,0,408.472,1.98272,0.355044,-0.0199788,-0.171429,0.638776,0.769393,0.125545
-406.98,0.99676,0.196356,3,7,0,408.094,2.02587,0.318593,-0.0439117,-0.124668,0.511469,0.859302,0.113821
-408.558,0.972173,0.196356,4,15,0,410.079,2.15009,0.363317,-0.0904493,-0.0872371,0.347063,0.937842,0.108147
-409.301,0.987217,0.196356,4,15,0,412.672,1.96938,0.265278,-0.207402,-0.100327,0.357359,0.933967,0.111704
-408.015,0.987589,0.196356,4,15,0,411.044,2.0467,0.284098,-0.264213,-0.0790686,0.444353,0.895852,0.106142
-409.536,0.996782,0.196356,4,15,0,410.89,1.99622,0.428485,-0.275152,-0.235715,0.634515,0.77291,0.139768
-410.247,0.987005,0.196356,4,15,0,413.257,2.03109,0.252007,-0.082201,0.0410556,0.581364,0.813643,0.103156
-407.272,0.930179,0.196356,4,15,0,414.094,2.3268,0.347118,-0.385207,-0.445779,0.415136,0.909759,0.0900529
-406.335,0.415901,0.196356,3,7,0,412.75,2.27703,0.396752,-0.348473,-0.493403,0.488663,0.872473,0.10177
-405.594,0.820184,0.196356,4,15,0,407.853,1.90665,0.37733,-0.214346,-0.18474,0.617,0.786963,0.140621
-405.969,1,0.196356,3,15,0,407.172,1.91727,0.369696,-0.162867,-0.115832,0.411883,0.911237,0.137383
-407.162,0.986688,0.196356,4,31,0,407.801,2.16842,0.38772,-0.110083,0.038816,0.562185,0.827012,0.110563
-405.135,0.981315,0.196356,5,31,0,409.298,1.84932,0.248443,-0.276458,-0.223092,0.423545,0.905875,0.123841
-405.019,0.841004,0.196356,4,15,0,406.919,1.94794,0.352923,-0.293628,-0.364342,0.510897,0.859642,0.129641
-405.425,0.977044,0.196356,4,15,0,406.701,1.91147,0.375443,-0.275575,-0.0717039,0.409278,0.91241,0.139491
-406.275,0.695619,0.196356,4,15,0,408.604,1.91092,0.344709,-0.252241,-0.0599886,0.636189,0.771533,0.133024
-406.084,0.966788,0.196356,4,15,0,407.515,1.9892,0.313652,-0.129136,-0.143788,0.652932,0.757417,0.117206
-406.63,0.885436,0.196356,4,15,0,408.446,2.18573,0.40228,-0.309074,-0.223256,0.641251,0.767331,0.11147
-405.91,0.993559,0.196356,3,15,0,408.78,1.87005,0.387889,-0.175,-0.216906,0.359124,0.93329,0.148701
-408.385,0.839022,0.196356,4,31,0,411.046,2.0617,0.292934,-0.160853,-0.0929584,0.736059,0.676918,0.105911
-413.095,0.986897,0.196356,4,31,0,414.817,1.7786,0.252155,0.101058,-0.435329,0.138648,0.990342,0.134549
-410.293,1,0.196356,3,7,0,414.451,1.71048,0.257855,-0.00252883,-0.412398,0.731172,0.682193,0.146597
-405.872,0.901004,0.196356,4,15,0,413.507,2.04301,0.337698,-0.0747397,-0.0562958,0.392713,0.919661,0.115147
-405.883,0.23955,0.196356,3,7,0,407.849,2.03011,0.333043,-0.0846,-0.0356767,0.548671,0.836038,0.115801
-408.242,0.8347,0.196356,4,15,0,409.524,1.77252,0.328491,-0.434039,-0.447224,0.593956,0.804498,0.150875
-410.763,0.958439,0.196356,4,31,0,413.029,1.76672,0.15784,-0.0486611,-0.0343595,0.11169,0.993743,0.121094
-409.401,0.998718,0.196356,4,15,0,411.939,2.19629,0.36429,-0.41051,-0.429203,0.295719,0.955275,0.103804
-405.203,0.99683,0.196356,4,31,0,410.612,1.80775,0.287004,-0.219764,-0.310603,0.418716,0.908117,0.136611
-406.169,0.967572,0.196356,4,15,0,406.671,2.22779,0.343739,-0.373856,-0.320366,0.37551,0.926818,0.097729
-406.102,0.609773,0.196356,3,7,0,408.82,2.18146,0.346426,-0.376059,-0.242877,0.364088,0.931365,0.102343
-407.493,0.949991,0.196356,4,15,0,408.53,1.71449,0.334863,0.0107376,-0.129482,0.525827,0.850591,0.162805
-407.378,0.646059,0.196356,3,7,0,408.916,1.70509,0.306803,0.00669979,-0.149346,0.469414,0.882978,0.157942
-408.174,0.983905,0.196356,4,15,0,411.399,2.40958,0.528509,-0.41905,-0.384644,0.436639,0.899637,0.116277
-409.322,0.25051,0.196356,4,15,0,410.884,2.56103,0.404392,-0.428153,-0.511174,0.57614,0.817351,0.0814815
-405.535,0.275051,0.196356,4,31,0,413.872,1.92103,0.389185,-0.283627,-0.265227,0.55646,0.830874,0.141212
-405.768,0.986402,0.196356,4,23,0,407.26,1.85506,0.265505,-0.304551,-0.422741,0.44232,0.896857,0.125935
-406.957,0.875155,0.196356,3,15,0,410.267,2.12751,0.338508,-0.064776,-0.361618,0.519061,0.854737,0.106312
-409.551,0.948348,0.196356,4,15,0,410.503,1.93026,0.312529,-0.566152,-0.263576,0.639576,0.768728,0.12427
-411.703,0.962712,0.196356,4,31,0,413.981,1.73165,0.31546,0.00153657,-0.188262,0.38621,0.922411,0.15507
-409.717,0.977778,0.196356,4,15,0,415.675,2.35502,0.367613,-0.221737,-0.0840831,0.527147,0.849774,0.0907566
-409.757,0.985604,0.196356,3,7,0,411.88,2.33504,0.391009,-0.0812699,-0.108488,0.50845,0.861092,0.0958625
-407.245,0.997977,0.196356,4,15,0,412.545,1.99374,0.394519,-0.314334,-0.256727,0.526358,0.850263,0.132255
-407.638,0.992999,0.196356,4,15,0,408.872,2.09616,0.362962,-0.142667,-0.305979,0.545151,0.838338,0.11372
-407.255,0.987704,0.196356,4,15,0,410.532,2.00679,0.345622,-0.250637,-0.144841,0.253032,0.967458,0.120786
-409.403,0.972953,0.196356,4,15,0,410.538,2.00165,0.330173,-0.393188,-0.349276,0.797684,0.603075,0.118607
-408.03,0.960673,0.196356,3,15,0,413.237,1.76924,0.192337,-0.343196,-0.202964,0.423065,0.906099,0.125907
-408.324,0.808555,0.196356,4,15,0,411.403,1.99431,0.444474,-0.503324,-0.479968,0.606784,0.794867,0.144066
-409.141,0.995942,0.196356,5,39,0,412.379,2.30057,0.372019,-0.493261,-0.505168,0.663337,0.748321,0.0957703
-407.87,0.839417,0.196356,4,31,0,412.3,1.69117,0.192251,-0.135617,-0.222144,0.684028,0.729456,0.137784
-408.268,0.955524,0.196356,4,15,0,411.958,1.69279,0.225706,-0.136228,-0.161436,0.741193,0.671293,0.143462
-408.285,0.985141,0.196356,4,15,0,412.992,1.77902,0.165348,-0.296631,-0.30215,0.178163,0.984001,0.120499
-410.155,0.977688,0.196356,4,15,0,412.461,1.46922,0.148882,-0.34021,-0.300953,0.745098,0.666955,0.173255
-405.854,0.985189,0.196356,4,31,0,412.078,2.2938,0.436805,-0.306237,-0.226467,0.398068,0.917356,0.107419
-405.809,0.933184,0.196356,3,7,0,407.774,2.20908,0.347771,-0.297278,-0.242816,0.569568,0.821944,0.100007
-407.347,0.909748,0.196356,5,35,0,408.703,2.19529,0.379608,-0.367029,-0.529267,0.544008,0.83908,0.106464
-408.466,0.482114,0.196356,5,31,0,410.448,2.1595,0.408068,-0.357041,-0.563947,0.522937,0.852371,0.115312
-408.471,0.932349,0.196356,5,31,0,410.017,1.79234,0.276479,-0.115223,0.089827,0.44064,0.897684,0.136948
-406.303,0.981815,0.196356,4,15,0,410.797,1.82688,0.311669,-0.191062,-0.476569,0.478758,0.877947,0.138558
-406.35,0.936145,0.196356,4,15,0,410.855,1.89932,0.334828,-0.104043,-0.183412,0.377969,0.925818,0.132653
-408.539,0.985135,0.196356,4,15,0,410.215,1.86631,0.28726,-0.187503,-0.0706853,0.610901,0.791707,0.128218
-410.899,0.701555,0.196356,4,23,0,414.997,2.39397,0.326574,-0.382094,-0.540571,0.338438,0.940989,0.082475
-410.248,0.980334,0.196356,3,7,0,413.455,2.32013,0.545166,-0.335309,-0.536945,0.453641,0.891185,0.130009
-408.692,0.964872,0.196356,3,7,0,413.061,1.98765,0.208704,-0.256633,-0.386984,0.518956,0.854801,0.101819
-407.729,0.997319,0.196356,4,15,0,409.949,1.74661,0.352885,-0.170591,-0.259921,0.394553,0.918873,0.161241
-407.136,0.934351,0.196356,4,15,0,410.13,2.25836,0.37592,-0.32841,-0.0924514,0.307991,0.951389,0.100006
-404.884,0.98928,0.196356,4,15,0,408.284,2.0416,0.336539,-0.347557,-0.298806,0.550224,0.835017,0.115104
-407.628,0.977106,0.196356,4,15,0,408.297,1.80607,0.371926,-0.526934,-0.293019,0.484601,0.874735,0.155372
-406.001,0.675892,0.196356,3,7,0,409.238,1.917,0.258517,-0.346234,-0.181849,0.333947,0.942592,0.116817
-407.149,1,0.196356,3,15,0,409.003,1.80908,0.222872,-0.0688246,-0.286126,0.618846,0.785512,0.125153
-408.975,0.930347,0.196356,4,15,0,416.485,1.97893,0.323417,0.0826762,0.00987159,0.346921,0.937894,0.120134
-406.977,0.983281,0.196356,4,15,0,409.98,1.91743,0.3034,-0.00108119,-0.134287,0.602009,0.79849,0.124287
-407.593,0.999824,0.196356,4,15,0,408.77,1.94674,0.347771,-0.493684,-0.352371,0.472176,0.881504,0.128776
-406.081,0.999107,0.196356,4,15,0,408.368,1.82523,0.330336,-0.0645794,-0.175695,0.538434,0.842667,0.142679
-406.107,0.992002,0.196356,4,15,0,407.481,2.07155,0.364645,-0.423551,-0.344132,0.562625,0.826712,0.116746
-406.166,0.905843,0.196356,4,31,0,408.36,2.03924,0.437904,-0.243738,-0.202465,0.448524,0.893771,0.136177
-406.303,0.999679,0.196356,4,15,0,407.408,1.87846,0.316816,-0.201563,-0.322398,0.567496,0.823376,0.132041
-405.215,0.751379,0.196356,4,15,0,408.247,1.84592,0.303609,-0.236218,-0.0985836,0.57258,0.819849,0.134144
-406.67,0.372323,0.196356,5,47,0,409.109,1.94339,0.251536,-0.0828753,-0.0546215,0.471896,0.881654,0.112605
-410.669,0.55755,0.196356,5,55,0,412.06,1.69254,0.392191,-0.374385,-0.475632,0.529669,0.848205,0.182811
-407.574,0.999077,0.196356,4,15,0,412.729,2.11274,0.293117,-0.295851,-0.367676,0.355282,0.934759,0.100881
-408.505,0.982535,0.196356,3,7,0,410.301,2.01679,0.426168,-0.448768,-0.399146,0.661714,0.749757,0.136378
-407.448,0.982001,0.196356,4,31,0,412.577,1.78268,0.149839,-0.27678,-0.145646,0.392006,0.919963,0.117815
-406.553,0.999291,0.196356,4,15,0,408.554,1.70502,0.265188,-0.0581733,-0.279169,0.460441,0.88769,0.14901
-406.189,0.52965,0.196356,2,7,0,411.702,1.80619,0.265644,-0.0574597,-0.24076,0.549457,0.835522,0.132866
-407.505,0.882685,0.196356,4,31,0,408.825,1.78342,0.269419,-0.382395,-0.121779,0.665064,0.746786,0.136985
-408.566,0.965143,0.196356,4,31,0,412.451,1.56174,0.16637,-0.223514,-0.193593,0.687811,0.72589,0.156552
-406.254,0.999358,0.196356,4,15,0,409.646,1.81367,0.311956,-0.312986,-0.396723,0.382018,0.924155,0.140642
-408.893,0.91801,0.196356,3,7,0,410.739,1.87748,0.344557,-0.304914,-0.235857,0.140318,0.990107,0.137773
-405.648,0.990439,0.196356,3,15,0,410.081,1.8712,0.324972,-0.35416,-0.175329,0.449059,0.893502,0.134676
-410.266,0.900112,0.196356,4,15,0,411.598,1.63289,0.104211,-0.238196,-0.28887,-0.0933004,0.995638,0.133269
-408.671,0.999523,0.196356,4,15,0,411.458,1.60859,0.142053,-0.169829,-0.363964,0.671212,0.741265,0.143383
-408.889,0.999935,0.196356,4,15,0,410.496,1.70894,0.0997937,-0.203891,-0.249339,0.453844,0.891081,0.121075
-410.366,0.990014,0.196356,4,15,0,411.651,1.51264,0.0756114,-0.354791,-0.258808,0.59,0.807403,0.150496
-411.671,0.528222,0.196356,3,15,0,415.798,1.45336,0.0529544,-0.27509,-0.32533,0.545653,0.838011,0.159122
-405.246,0.974048,0.196356,5,31,0,413.65,2.02166,0.40002,-0.264834,-0.315232,0.60794,0.793983,0.129807
-406.387,1,0.196356,3,15,0,408.097,2.17418,0.436424,-0.387843,-0.215371,0.38121,0.924488,0.119483
-406.141,0.958278,0.196356,4,31,0,411.116,1.89245,0.286744,-0.0660211,-0.101617,0.526269,0.850318,0.124611
-408.488,0.928772,0.196356,4,15,0,409.979,1.94514,0.223154,-0.489919,-0.413649,0.403152,0.915133,0.108297
-408.669,0.966922,0.196356,4,15,0,412.895,1.87944,0.222813,-0.130954,-0.247246,0.281317,0.959615,0.115949
-409.427,0.973312,0.196356,4,15,0,412.088,1.62908,0.285336,-0.185284,-0.124521,0.37147,0.928445,0.167828
-411.989,0.982541,0.196356,4,15,0,413.633,1.85843,0.196896,-0.412758,-0.0442089,0.266439,0.963852,0.114758
-409.357,0.987875,0.196356,4,15,0,413.662,2.19186,0.270193,-0.0496708,-0.331831,0.260217,0.96555,0.0907855
-408.295,0.991314,0.196356,4,15,0,414.135,2.10034,0.35209,-0.114828,0.0539075,0.390891,0.920437,0.111367
-407.348,0.766869,0.196356,4,31,0,410.437,2.36694,0.462239,-0.133529,-0.032941,0.558989,0.829175,0.105654
-406.589,0.896725,0.196356,4,15,0,410.114,1.74887,0.359267,-0.150696,-0.169423,0.377683,0.925935,0.162427
-405.941,0.998338,0.196356,4,15,0,407.629,2.02641,0.450028,-0.261169,-0.296209,0.382454,0.923974,0.140947
-406.421,0.997373,0.196356,4,15,0,407.825,1.97335,0.243825,-0.31353,-0.112083,0.550135,0.835076,0.108098
-406.261,0.0940542,0.196356,5,31,0,414.76,1.7273,0.231008,-0.390803,-0.21143,0.403186,0.915118,0.138737
-406.261,0.118033,0.196356,3,7,0,409.61,1.7273,0.231008,-0.390803,-0.21143,0.403186,0.915118,0.138737
-408.316,0.124648,0.196356,4,15,0,413.599,1.83329,0.226351,-0.122778,-0.0586526,0.629999,0.776596,0.122418
-409.572,0.985761,0.196356,4,15,0,411.764,1.6967,0.313194,-0.285545,0.019954,0.463588,0.886051,0.160993
-409.73,0.998313,0.196356,4,15,0,412.425,1.83379,0.281781,-0.0352841,-0.320233,0.536002,0.844217,0.131793
-408.257,0.927853,0.196356,3,15,0,411.154,1.85947,0.386647,-0.101298,-0.301802,0.557841,0.829948,0.150093
-407.793,0.930553,0.196356,4,31,0,410.972,1.70768,0.163859,-0.376625,-0.302738,0.420301,0.907385,0.130544
-406.153,0.990885,0.196356,4,15,0,409.51,1.75821,0.293675,-0.206211,-0.236243,0.571078,0.820896,0.145781
-408.387,0.96576,0.196356,3,7,0,408.731,1.66507,0.360527,-0.160087,-0.229427,0.371885,0.928279,0.179542
-414.385,0.905431,0.196356,4,15,0,418.331,2.54557,0.293422,-0.489633,-0.476766,0.370085,0.928998,0.0695216
-411.169,0.981416,0.196356,3,7,0,415.678,2.2275,0.50903,-0.535232,-0.503909,0.602646,0.798008,0.130665
-414.537,0.873103,0.196356,4,15,0,417.323,2.1453,0.53622,-0.622524,-0.598633,0.598546,0.801088,0.149129
-411.11,0.995289,0.196356,4,15,0,417.406,2.09632,0.219768,-0.442684,-0.531488,0.436906,0.899507,0.0928348
-411.206,0.944899,0.196356,4,15,0,413.634,1.98716,0.177539,0.088933,-0.030364,0.38816,0.921592,0.0980101
-409.248,0.987301,0.196356,4,31,0,414.698,1.82296,0.404176,-0.501468,-0.152149,0.431587,0.902071,0.16076
-408.67,0.978979,0.196356,3,15,0,412.875,2.25332,0.27987,-0.224488,-0.072193,0.48319,0.875516,0.0870551
-407.497,0.988454,0.196356,3,15,0,411.961,1.81933,0.321339,-0.344233,-0.175804,0.6588,0.752318,0.141702
-407.148,0.980428,0.196356,4,15,0,410.268,1.87124,0.261944,-0.421462,-0.223384,0.404793,0.914408,0.12317
-406.646,0.990389,0.196356,4,15,0,409.284,1.91212,0.367776,-0.363596,-0.362938,0.44883,0.893617,0.137704
-407.014,0.986996,0.196356,4,15,0,407.717,1.84929,0.271544,-0.244276,-0.386521,0.618102,0.786098,0.127773
-407.402,0.984734,0.196356,3,15,0,409.253,1.86841,0.43562,-0.20322,-0.222159,0.371435,0.928459,0.16156
-407.06,0.984602,0.196356,5,47,0,408.323,1.96799,0.244416,-0.177672,-0.248573,0.624188,0.781274,0.108773
-406.966,0.992614,0.196356,3,15,0,408.767,1.91341,0.286477,-0.168162,-0.335075,0.674836,0.737968,0.12185
-408.999,0.970358,0.196356,4,15,0,409.771,1.97405,0.392297,-0.304763,-0.033012,0.327254,0.944936,0.134413
-408.445,0.988791,0.196356,3,15,0,411.476,2.00077,0.373958,-0.274976,-0.0381546,0.366763,0.930314,0.127014
-408.097,0.947749,0.196356,4,23,0,413.268,2.06297,0.394975,-0.0670697,0.100039,0.411928,0.911216,0.123621
-415.508,0.853753,0.196356,3,7,0,417.543,2.03391,0.541299,-0.0124526,0.291202,0.427774,0.903886,0.167748
-408.555,0.994645,0.196356,4,15,0,419.579,1.75718,0.205268,-0.101518,-0.0169479,0.523404,0.852085,0.129717
-407.484,0.988668,0.196356,5,47,0,410.02,1.71799,0.248867,-0.257817,-0.249617,0.281066,0.959688,0.143579
-407.639,0.988253,0.196356,5,31,0,409.574,1.84461,0.28345,-0.104393,-0.139622,0.5059,0.862592,0.130556
-409.758,0.967627,0.196356,4,15,0,411.634,2.16242,0.45426,-0.251144,0.0201563,0.337236,0.94142,0.124734
-407.872,0.994017,0.196356,3,7,0,411.087,2.25328,0.38912,-0.169798,-0.115562,0.337414,0.941356,0.102627
-407.419,0.99316,0.196356,5,31,0,409.699,2.06217,0.376509,-0.0878507,-0.00108266,0.369226,0.92934,0.120053
-407.857,0.990419,0.196356,3,7,0,408.615,1.99693,0.424973,-0.0576981,-0.00375206,0.414931,0.909853,0.138815
-406.685,0.99075,0.196356,3,15,0,411.278,1.87174,0.398815,-0.111664,-0.140969,0.437057,0.899434,0.151129
-406.854,0.998723,0.196356,4,15,0,407.375,1.85125,0.409856,-0.114103,-0.126085,0.460077,0.887879,0.157385
-408.204,0.762602,0.196356,4,31,0,408.868,1.83025,0.455993,-0.162728,-0.11108,0.48352,0.875334,0.174672
-406.89,1,0.196356,3,7,0,408.917,1.98974,0.296388,-0.154344,-0.128219,0.433582,0.901114,0.114268
-408.636,0.990692,0.196356,4,15,0,409.554,2.16692,0.46091,-0.333334,0.0057515,0.496173,0.868224,0.125749
-407.28,1,0.196356,3,15,0,410.662,2.04759,0.420045,-0.325717,-0.0843895,0.523693,0.851907,0.130909
-407.902,0.982521,0.196356,4,15,0,410.783,1.93735,0.346018,-0.107541,-0.328975,0.540731,0.841195,0.129679
-406.767,0.999877,0.196356,4,15,0,408.66,1.97691,0.384225,-0.261688,-0.307741,0.411623,0.911354,0.132267
-406.211,0.99831,0.196356,4,15,0,407.903,1.89883,0.314779,-0.263095,-0.398366,0.609215,0.793005,0.128839
-405.733,0.983508,0.196356,4,23,0,408.666,1.89178,0.332428,-0.184804,-0.230653,0.406447,0.913674,0.133232
-406.727,0.976549,0.196356,4,15,0,407.303,2.13934,0.382329,-0.31944,-0.312458,0.691854,0.722037,0.112599
-406.862,1,0.196356,4,15,0,409.565,1.7342,0.232183,-0.162574,-0.0457099,0.402242,0.915533,0.137845
-409.332,0.963809,0.196356,4,15,0,411.824,1.8389,0.17331,-0.345074,0.00760679,0.275157,0.961399,0.113866
-406.867,0.985614,0.196356,4,15,0,411.512,1.71369,0.308926,-0.316079,-0.510441,0.399997,0.916516,0.156841
-408.386,0.997154,0.196356,3,7,0,408.956,1.75467,0.245711,-0.273115,-0.606171,0.542619,0.839979,0.137064
-405.763,0.88203,0.196356,4,15,0,410.004,1.87149,0.34154,-0.425203,-0.420337,0.416049,0.909342,0.138022
-406.71,0.937486,0.196356,3,7,0,407.087,1.82936,0.402998,-0.414992,-0.495153,0.475814,0.879546,0.159322
-406.835,0.30936,0.196356,4,31,0,411.378,1.76616,0.352042,-0.461794,-0.476702,0.52938,0.848385,0.157486
-405.02,0.440677,0.196356,4,15,0,409.189,1.88028,0.3246,-0.17118,-0.235465,0.565878,0.824489,0.133305
-405.177,0.913932,0.196356,3,15,0,407.725,2.08463,0.33512,-0.224773,-0.109218,0.458408,0.888742,0.110167
-405.981,0.993069,0.196356,4,15,0,406.729,1.63736,0.300673,-0.181071,-0.233894,0.487097,0.873348,0.169777
-406.514,0.736276,0.196356,4,31,0,408.765,1.62257,0.318132,-0.168972,-0.22099,0.498725,0.86676,0.177314
-408.903,0.653427,0.196356,3,15,0,410.526,2.05124,0.247583,-0.32663,-0.128667,0.434311,0.900763,0.100544
-407.817,0.996203,0.196356,4,15,0,410.397,1.99878,0.292192,-0.175205,-0.118364,0.486893,0.873461,0.112565
-409.088,0.986044,0.196356,4,15,0,411.398,1.8739,0.366406,-0.360555,-0.436547,0.366413,0.930453,0.143069
-407.259,0.975289,0.196356,4,31,0,411.932,2.01791,0.247211,-0.143822,-0.0747768,0.509031,0.860748,0.103842
-407.009,0.909974,0.196356,2,7,0,414.042,2.00684,0.26546,-0.104456,-0.104731,0.627641,0.778503,0.107599
-405.599,0.990785,0.196356,5,31,0,407.692,1.7793,0.391964,-0.25535,-0.253,0.396665,0.917963,0.165358
-405.501,0.933376,0.196356,3,15,0,408.383,1.82286,0.310126,-0.15607,-0.361905,0.556623,0.830765,0.138859
-405.674,0.959313,0.196356,4,15,0,406.58,1.92855,0.327053,-0.308202,-0.147726,0.640186,0.76822,0.127177
-406.562,0.988873,0.196356,4,15,0,407.412,2.20963,0.462061,-0.165828,-0.363504,0.537611,0.843193,0.121193
-406.319,0.9107,0.196356,4,15,0,412.339,2.10758,0.4484,-0.393582,-0.218451,0.445718,0.895173,0.129914
-407.486,0.961238,0.196356,4,15,0,411.365,2.15821,0.49322,-0.252747,-0.477905,0.494303,0.869289,0.134848
-411.188,0.646292,0.196356,4,15,0,414.487,2.01284,0.198056,-0.344294,-0.643416,0.278542,0.960424,0.0979691
-409.321,0.994827,0.196356,4,15,0,413.787,1.60562,0.381012,-0.359582,-0.503247,0.541479,0.840714,0.199473
-408.03,0.652635,0.196356,4,15,0,416.877,1.84178,0.367306,-0.370962,-0.326415,0.271489,0.962441,0.148314
-410.022,0.926372,0.196356,3,15,0,411.511,1.98351,0.248574,-0.223544,-0.324479,0.767677,0.640837,0.107671
-409.972,0.995005,0.196356,4,31,0,411.411,1.95625,0.216165,-0.335562,-0.105474,0.825465,0.564454,0.106115
-407.94,0.996504,0.196356,4,31,0,414.337,1.97958,0.328004,-0.428012,-0.320819,0.285883,0.958264,0.120876
-406.967,0.987988,0.196356,3,7,0,408.981,2.04379,0.306667,-0.388486,-0.346801,0.40187,0.915697,0.10991
