# Sample generated by Stan (Variational Bayes)
# stan_version_major=2
# stan_version_minor=15
# stan_version_patch=0
# init=random
# enable_random_init=0
# seed=1
# chain_id=1
# iter=10000
# grad_samples=1
# elbo_samples=100
# output_samples=1000
# eval_elbo=100
# eta=1
# tol_rel_obj=0.01
# algorithm=meanfield
# sample_file=output.csv
# append_samples=0
#
lp__,theta.1,theta.2,theta.3,mu.1.1,mu.2.1,mu.3.1,mu.1.2,mu.2.2,mu.3.2,sigma.1.1,sigma.2.1,sigma.3.1,sigma.1.2,sigma.2.2,sigma.3.2
# Stepsize adaptation complete.
# eta = 1
0,0.253664,0.308201,0.438135,-9.99958,-1.65009,-7.04249,-3.96433,4.44929,-8.13299,0.714719,0.572693,0.726192,0.75965,0.670001,0.895974
0,0.262243,0.30152,0.436237,-9.99014,-1.63114,-7.05108,-3.96841,4.4549,-8.16816,0.6857,0.574089,0.736703,0.764706,0.670559,0.870243
0,0.252772,0.309219,0.438009,-9.97565,-1.62214,-7.054,-3.99073,4.4599,-8.17188,0.689682,0.568905,0.728786,0.74339,0.676926,0.885012
0,0.251774,0.303981,0.444245,-10.0306,-1.64842,-7.02737,-3.99286,4.44681,-8.15442,0.693385,0.556117,0.738561,0.76265,0.669058,0.866147
0,0.249382,0.305284,0.445333,-9.97828,-1.63986,-7.04944,-3.95391,4.44344,-8.15228,0.693964,0.566489,0.727391,0.75178,0.660423,0.873524
0,0.260345,0.299405,0.44025,-9.99307,-1.61729,-7.04393,-3.97662,4.43681,-8.156,0.699224,0.559502,0.724618,0.74959,0.675867,0.896175
0,0.261286,0.301017,0.437697,-10.0284,-1.67524,-7.04002,-3.97336,4.44264,-8.15813,0.697226,0.55605,0.744982,0.745865,0.667518,0.871062
0,0.260863,0.299428,0.439709,-10.0047,-1.63574,-7.05356,-3.99624,4.45714,-8.15347,0.687916,0.568703,0.735738,0.744523,0.661651,0.873312
0,0.256944,0.303171,0.439885,-9.97667,-1.6427,-7.03217,-3.99166,4.41898,-8.15613,0.70236,0.558082,0.739463,0.748906,0.671699,0.874464
0,0.262752,0.295606,0.441642,-10.0067,-1.62402,-7.0373,-3.95833,4.44466,-8.18025,0.686353,0.581458,0.710119,0.744753,0.662749,0.888656
0,0.252921,0.3004,0.446679,-9.98598,-1.62941,-7.03018,-3.98522,4.43242,-8.16079,0.696287,0.570586,0.735369,0.760224,0.667649,0.862724
0,0.260143,0.301765,0.438092,-9.97485,-1.64045,-7.05407,-3.96894,4.45424,-8.17314,0.689716,0.57242,0.7241,0.738141,0.658503,0.857582
0,0.25942,0.302513,0.438067,-9.98295,-1.62625,-7.03448,-3.98729,4.44939,-8.15773,0.701128,0.563378,0.732783,0.753396,0.679881,0.886456
0,0.260785,0.305573,0.433642,-9.98042,-1.63614,-7.03704,-3.99706,4.44557,-8.14859,0.697825,0.555673,0.734177,0.739042,0.678196,0.871499
0,0.253753,0.304598,0.441648,-9.97219,-1.64884,-7.0471,-3.96859,4.446,-8.13911,0.699193,0.570521,0.720798,0.761131,0.673017,0.886382
0,0.258033,0.306944,0.435023,-10.0023,-1.63881,-7.05137,-3.97425,4.42575,-8.12863,0.688901,0.5709,0.713615,0.744362,0.667888,0.864506
0,0.254949,0.3041,0.440951,-10.0059,-1.65601,-7.03792,-3.97721,4.4345,-8.15951,0.708199,0.579299,0.727042,0.729095,0.674714,0.895988
0,0.25406,0.3102,0.43574,-10.0264,-1.6593,-7.05697,-3.97692,4.42667,-8.14979,0.697862,0.564309,0.745557,0.75287,0.661521,0.885707
0,0.260584,0.299114,0.440302,-9.97647,-1.65651,-7.0224,-3.95828,4.42659,-8.16922,0.669187,0.561597,0.723461,0.758548,0.666561,0.871577
0,0.260863,0.301006,0.43813,-10.0139,-1.66385,-7.05253,-3.96603,4.44167,-8.15039,0.689006,0.560722,0.752306,0.746339,0.678377,0.881151
0,0.255318,0.301336,0.443346,-9.99919,-1.62989,-7.05413,-3.9813,4.45014,-8.15104,0.679975,0.551289,0.730018,0.74065,0.659944,0.87896
0,0.250998,0.306262,0.442739,-9.99602,-1.65107,-7.05353,-3.96825,4.42412,-8.16138,0.701214,0.56514,0.720032,0.754096,0.670264,0.874149
0,0.258101,0.299555,0.442345,-9.98872,-1.64777,-7.03974,-3.9643,4.43769,-8.15478,0.688972,0.55772,0.725617,0.742469,0.673686,0.890482
0,0.24821,0.311116,0.440674,-9.96983,-1.63874,-7.03517,-3.97121,4.44127,-8.15094,0.684173,0.567865,0.720099,0.742848,0.673409,0.884453
0,0.250073,0.300369,0.449558,-9.98224,-1.64129,-7.05045,-3.99373,4.44135,-8.15136,0.682382,0.562345,0.730102,0.73887,0.656984,0.871159
0,0.25757,0.308443,0.433988,-9.9716,-1.64292,-7.04666,-3.98017,4.44343,-8.15596,0.697171,0.583301,0.71398,0.748629,0.668911,0.893399
0,0.255375,0.306821,0.437804,-10.0019,-1.65369,-7.04124,-3.98502,4.44996,-8.14688,0.698177,0.561452,0.730671,0.731878,0.660686,0.881214
0,0.26019,0.303769,0.436042,-10.0001,-1.65003,-7.05295,-3.9603,4.46442,-8.16762,0.688506,0.565436,0.717148,0.757237,0.661279,0.872805
0,0.256673,0.30163,0.441698,-9.99463,-1.63055,-7.02241,-3.98211,4.43452,-8.15462,0.698719,0.580269,0.723913,0.748718,0.665226,0.874825
0,0.258695,0.299726,0.44158,-10.0061,-1.65092,-7.03535,-3.98891,4.42943,-8.14341,0.695837,0.574761,0.727035,0.73551,0.679082,0.867779
0,0.252606,0.303539,0.443855,-9.97868,-1.64233,-7.02858,-3.98687,4.45278,-8.16483,0.695369,0.566931,0.721649,0.734134,0.67219,0.882248
0,0.252217,0.315937,0.431846,-9.97516,-1.6616,-7.04453,-3.98824,4.4208,-8.15609,0.703271,0.570728,0.723258,0.757533,0.668872,0.892541
0,0.258027,0.297697,0.444276,-9.99009,-1.63697,-7.0507,-3.98341,4.45106,-8.15126,0.681267,0.566644,0.719154,0.750187,0.65343,0.863318
0,0.259047,0.294678,0.446275,-9.98818,-1.67196,-7.05246,-3.98551,4.45819,-8.15201,0.691349,0.568828,0.720561,0.741875,0.67102,0.892926
0,0.248423,0.304198,0.44738,-9.96393,-1.65389,-7.04646,-3.96905,4.47242,-8.15832,0.688223,0.561652,0.734653,0.741903,0.671819,0.87947
0,0.253027,0.303165,0.443809,-10.003,-1.63748,-7.02842,-3.95421,4.44027,-8.15336,0.702642,0.569485,0.735736,0.748074,0.686441,0.88202
0,0.252379,0.30849,0.439131,-9.97412,-1.64429,-7.04629,-3.9849,4.44478,-8.16137,0.695834,0.554512,0.716021,0.737269,0.656024,0.872979
0,0.249967,0.310542,0.43949,-9.98946,-1.65664,-7.04958,-3.99185,4.42315,-8.16574,0.673463,0.571418,0.738645,0.763804,0.665496,0.885441
0,0.254018,0.303176,0.442806,-9.93709,-1.63933,-7.0515,-3.98103,4.43079,-8.1581,0.709355,0.567258,0.715329,0.737431,0.675688,0.853912
0,0.25787,0.306891,0.435239,-10.0089,-1.65336,-7.03302,-3.97478,4.42755,-8.1307,0.705253,0.563809,0.732448,0.769541,0.654414,0.875133
0,0.260011,0.299559,0.44043,-9.98719,-1.6534,-7.03836,-3.97362,4.41706,-8.15592,0.686451,0.556102,0.721163,0.735595,0.661124,0.861593
0,0.260866,0.306837,0.432297,-10.0114,-1.64173,-7.04189,-3.96581,4.45561,-8.15021,0.697845,0.570652,0.711587,0.755992,0.662655,0.884433
0,0.255975,0.301386,0.442639,-9.96898,-1.62703,-7.03788,-3.99923,4.42428,-8.16148,0.692406,0.580852,0.714562,0.740656,0.672106,0.870827
0,0.256679,0.301563,0.441758,-9.97122,-1.65345,-7.04274,-3.99225,4.44087,-8.14687,0.705873,0.574995,0.722927,0.760048,0.675532,0.877755
0,0.262662,0.301439,0.435899,-9.9687,-1.62639,-7.0433,-3.98581,4.43559,-8.17346,0.715118,0.575467,0.72108,0.766965,0.671489,0.881849
0,0.253948,0.307777,0.438275,-9.98921,-1.65171,-7.05701,-3.99672,4.42671,-8.18766,0.71182,0.574805,0.713312,0.758139,0.671279,0.857057
0,0.256514,0.305976,0.43751,-9.98706,-1.65548,-7.03829,-3.95658,4.4377,-8.17091,0.69327,0.561017,0.712882,0.739608,0.665526,0.867882
0,0.261008,0.298672,0.44032,-9.98675,-1.64544,-7.04175,-3.97996,4.42345,-8.15901,0.698813,0.567046,0.742227,0.748124,0.665393,0.899992
0,0.258849,0.299903,0.441248,-9.98315,-1.65434,-7.04054,-3.97477,4.432,-8.15633,0.702102,0.573665,0.719584,0.744393,0.6673,0.878934
0,0.255013,0.302673,0.442314,-9.96417,-1.65408,-7.0604,-3.97368,4.46382,-8.1756,0.686931,0.563802,0.728779,0.745394,0.66666,0.866662
0,0.263937,0.300685,0.435378,-9.99828,-1.6475,-7.03689,-3.98968,4.43225,-8.16722,0.688615,0.549282,0.724734,0.752331,0.675839,0.874437
0,0.25715,0.301156,0.441694,-9.99676,-1.61712,-7.04913,-3.94764,4.45007,-8.14224,0.701903,0.571844,0.738601,0.754327,0.65891,0.870734
0,0.262062,0.311947,0.425991,-10.0175,-1.63573,-7.0482,-3.97003,4.46255,-8.1915,0.69067,0.563909,0.744902,0.745374,0.678449,0.875177
0,0.258752,0.297998,0.443251,-10.0124,-1.65109,-7.03808,-3.97659,4.44045,-8.13704,0.688113,0.563039,0.7474,0.753863,0.653977,0.877393
0,0.258611,0.300745,0.440643,-9.97794,-1.65993,-7.05622,-3.95823,4.42398,-8.16166,0.695383,0.564548,0.714914,0.753901,0.662893,0.87747
0,0.257991,0.304389,0.437621,-9.98133,-1.61715,-7.05344,-3.98069,4.4299,-8.16075,0.695323,0.556088,0.732783,0.744579,0.666374,0.866118
0,0.262386,0.299929,0.437686,-9.97627,-1.65201,-7.05262,-3.96591,4.42835,-8.14586,0.690597,0.565911,0.722912,0.760007,0.668319,0.877853
0,0.257579,0.309514,0.432907,-9.99358,-1.63283,-7.03382,-3.96828,4.41262,-8.16724,0.697783,0.565464,0.713449,0.743376,0.663802,0.88525
0,0.257048,0.301053,0.441899,-10.0141,-1.65502,-7.04869,-3.93318,4.43105,-8.15417,0.71897,0.566261,0.723811,0.740018,0.669831,0.894058
0,0.250495,0.313791,0.435713,-9.97605,-1.63306,-7.05142,-3.98633,4.42835,-8.1535,0.703339,0.567849,0.72583,0.767685,0.658147,0.874502
0,0.258305,0.300927,0.440767,-9.99621,-1.6473,-7.0453,-4.00426,4.44624,-8.13033,0.70761,0.573282,0.733742,0.744042,0.681947,0.880539
0,0.262692,0.298978,0.43833,-9.96389,-1.62357,-7.03785,-3.9754,4.41217,-8.15938,0.69892,0.569355,0.719074,0.746408,0.666311,0.883274
0,0.25671,0.305754,0.437536,-10.0052,-1.65178,-7.06102,-3.97628,4.4581,-8.16348,0.699583,0.568204,0.72076,0.746847,0.668863,0.862904
0,0.254659,0.299805,0.445536,-9.9718,-1.65942,-7.05897,-3.99334,4.43667,-8.14012,0.690718,0.57106,0.729473,0.736923,0.663089,0.897439
0,0.250525,0.309427,0.440048,-9.98283,-1.65564,-7.04694,-3.96492,4.44992,-8.13287,0.706975,0.583042,0.733158,0.747795,0.668799,0.873669
0,0.259028,0.304816,0.436157,-9.97363,-1.65516,-7.05126,-3.99829,4.4484,-8.1661,0.685921,0.563051,0.73707,0.743429,0.667435,0.880573
0,0.263853,0.29706,0.439087,-9.99863,-1.64731,-7.04818,-3.97187,4.46669,-8.14144,0.691495,0.566985,0.732177,0.749227,0.677904,0.884498
0,0.258783,0.30453,0.436687,-9.99365,-1.64107,-7.04558,-3.98186,4.43791,-8.14863,0.703053,0.570791,0.717801,0.757046,0.679229,0.875467
0,0.252593,0.306796,0.440611,-10.0056,-1.64133,-7.04152,-3.98397,4.42703,-8.16479,0.710009,0.582889,0.734971,0.74391,0.67471,0.881202
0,0.259846,0.293851,0.446303,-9.99191,-1.62682,-7.0634,-4.00199,4.43524,-8.16169,0.712,0.583869,0.723707,0.736227,0.661544,0.884325
0,0.255128,0.30096,0.443912,-10.0088,-1.64237,-7.06063,-3.97561,4.4353,-8.14352,0.682402,0.562458,0.734856,0.763884,0.658641,0.892005
0,0.257958,0.298295,0.443748,-9.97112,-1.64312,-7.04647,-3.96003,4.4541,-8.15537,0.698994,0.570587,0.732952,0.757592,0.66317,0.869457
0,0.259457,0.302306,0.438237,-9.96437,-1.64009,-7.04801,-3.95962,4.45687,-8.16136,0.697351,0.58397,0.715134,0.739474,0.669464,0.868058
0,0.255589,0.297799,0.446612,-9.98186,-1.65244,-7.05426,-3.99697,4.44351,-8.15641,0.70798,0.574196,0.722577,0.758079,0.646995,0.864835
0,0.257031,0.301204,0.441765,-9.97381,-1.63709,-7.04797,-3.97773,4.43552,-8.15849,0.689056,0.564205,0.734693,0.749117,0.674024,0.880849
0,0.258474,0.302222,0.439304,-10.0036,-1.64205,-7.02694,-3.95816,4.44325,-8.14416,0.699025,0.575383,0.732508,0.731224,0.675468,0.858981
0,0.255754,0.29762,0.446625,-9.98446,-1.64736,-7.04332,-4.00763,4.43737,-8.15554,0.684153,0.559692,0.726418,0.751919,0.668966,0.902398
0,0.261162,0.307492,0.431346,-9.9794,-1.63749,-7.0308,-3.98469,4.43946,-8.16703,0.717318,0.570237,0.729345,0.769192,0.659699,0.883191
0,0.253017,0.312675,0.434308,-10,-1.64288,-7.05722,-3.98975,4.42434,-8.16238,0.685355,0.565809,0.729042,0.767431,0.666981,0.883513
0,0.254631,0.29978,0.445589,-9.99322,-1.65289,-7.02632,-3.98287,4.44235,-8.15926,0.699388,0.568295,0.729558,0.748269,0.669679,0.892582
0,0.254417,0.307994,0.437589,-9.96434,-1.65934,-7.03636,-3.99103,4.45159,-8.17585,0.69349,0.578191,0.730081,0.730966,0.664482,0.893553
0,0.266768,0.307217,0.426014,-9.99933,-1.64456,-7.05198,-3.93378,4.44405,-8.13783,0.689834,0.557977,0.730246,0.753129,0.667531,0.890136
0,0.263434,0.302998,0.433568,-9.99221,-1.6649,-7.05496,-3.99825,4.42687,-8.16352,0.70107,0.574833,0.732613,0.757417,0.667438,0.870516
0,0.256548,0.30012,0.443333,-10.0135,-1.62455,-7.05533,-3.96818,4.45602,-8.15224,0.68601,0.567836,0.743473,0.736722,0.653098,0.880782
0,0.255265,0.303198,0.441537,-9.99032,-1.63969,-7.04884,-3.97403,4.42568,-8.143,0.696033,0.563059,0.731508,0.749788,0.670393,0.887708
0,0.264841,0.30537,0.429789,-9.96299,-1.64328,-7.04521,-3.96818,4.42326,-8.16133,0.69075,0.557976,0.746224,0.746099,0.676687,0.864574
0,0.251152,0.301003,0.447845,-9.98246,-1.63602,-7.02863,-3.96723,4.40913,-8.1644,0.697759,0.569108,0.725141,0.761964,0.654804,0.874303
0,0.259603,0.293973,0.446424,-9.97917,-1.63819,-7.03542,-3.98609,4.45702,-8.14594,0.691794,0.573174,0.732522,0.750873,0.671586,0.863709
0,0.251247,0.312226,0.436527,-9.98298,-1.64489,-7.02889,-3.98221,4.46876,-8.16425,0.70379,0.578959,0.728894,0.746755,0.661926,0.861438
0,0.259303,0.300315,0.440382,-9.99075,-1.64499,-7.02559,-3.98809,4.42353,-8.15589,0.697389,0.561216,0.716277,0.739329,0.678162,0.877223
0,0.254081,0.306725,0.439194,-9.96473,-1.67947,-7.0307,-3.99761,4.4421,-8.17471,0.688272,0.571869,0.731526,0.73712,0.676765,0.870691
0,0.256273,0.30344,0.440287,-9.97243,-1.64558,-7.04627,-3.94752,4.44873,-8.17191,0.700353,0.547575,0.721239,0.735896,0.673863,0.866374
0,0.254553,0.309894,0.435553,-10.0023,-1.63119,-7.04273,-3.97444,4.44272,-8.14579,0.698692,0.572101,0.722418,0.735871,0.66361,0.857597
0,0.2604,0.3062,0.4334,-9.97519,-1.62743,-7.05152,-3.97756,4.41859,-8.16033,0.68542,0.569363,0.714788,0.758505,0.658814,0.861824
0,0.259207,0.304838,0.435955,-9.94953,-1.64907,-7.03068,-3.99076,4.45091,-8.15264,0.698219,0.571728,0.726451,0.751666,0.659214,0.864462
0,0.253407,0.310053,0.43654,-9.99947,-1.63653,-7.03366,-3.99268,4.45695,-8.16225,0.693646,0.569344,0.737378,0.739549,0.67555,0.866599
0,0.260229,0.303845,0.435926,-9.96088,-1.6242,-7.04979,-3.98026,4.43004,-8.16189,0.707446,0.570401,0.733192,0.732482,0.664171,0.872923
0,0.256579,0.299145,0.444276,-9.98519,-1.65908,-7.05143,-3.986,4.4547,-8.1569,0.692369,0.565324,0.731516,0.733927,0.683471,0.871277
0,0.260787,0.298057,0.441156,-10.0343,-1.64149,-7.03924,-3.98162,4.43912,-8.17825,0.701272,0.571082,0.737698,0.759711,0.665824,0.892855
0,0.252204,0.310062,0.437735,-9.97039,-1.63835,-7.05549,-3.94216,4.44316,-8.16382,0.698725,0.576822,0.731972,0.74766,0.66226,0.8819
0,0.259697,0.295976,0.444327,-9.99239,-1.66262,-7.04234,-3.98895,4.44559,-8.16204,0.691118,0.569448,0.743258,0.750232,0.649761,0.858493
0,0.255105,0.311872,0.433023,-9.97754,-1.63827,-7.04631,-3.98437,4.42404,-8.15514,0.697291,0.552821,0.718205,0.746636,0.659811,0.862639
0,0.262586,0.308771,0.428643,-10.005,-1.64458,-7.03239,-3.98104,4.45935,-8.16303,0.700491,0.564263,0.712529,0.744874,0.6542,0.845926
0,0.260237,0.300576,0.439188,-9.96612,-1.64787,-7.03177,-3.98628,4.44628,-8.15395,0.693827,0.580018,0.739206,0.747597,0.666301,0.866304
0,0.261544,0.304764,0.433692,-9.99201,-1.6557,-7.0395,-3.96082,4.42875,-8.14655,0.705001,0.56993,0.723073,0.74879,0.674053,0.877099
0,0.256331,0.303828,0.439841,-10.0284,-1.6679,-7.04263,-3.99373,4.42652,-8.14262,0.685591,0.577132,0.722239,0.753883,0.659619,0.888211
0,0.255126,0.305059,0.439815,-9.97796,-1.65144,-7.04801,-3.98119,4.43541,-8.13724,0.695289,0.564625,0.721019,0.761699,0.663606,0.868222
0,0.254682,0.302507,0.442811,-10.0038,-1.63465,-7.05531,-3.97535,4.41024,-8.1492,0.697739,0.566391,0.720884,0.744991,0.666177,0.845441
0,0.253792,0.307454,0.438755,-9.98947,-1.6485,-7.04664,-3.95773,4.46194,-8.15494,0.695588,0.575643,0.737892,0.739502,0.675066,0.895349
0,0.258233,0.304047,0.43772,-10.006,-1.63308,-7.04547,-3.96323,4.43005,-8.15015,0.690309,0.574522,0.722123,0.747527,0.67176,0.858373
0,0.260597,0.296559,0.442843,-10.0128,-1.65518,-7.04536,-3.9853,4.45884,-8.15882,0.705325,0.568648,0.720582,0.736165,0.66192,0.863659
0,0.257071,0.300864,0.442066,-9.99809,-1.63779,-7.04049,-3.98882,4.43772,-8.17486,0.693597,0.56663,0.725815,0.750596,0.6562,0.884555
0,0.263008,0.301871,0.435121,-9.99889,-1.64293,-7.04234,-3.94624,4.43806,-8.19503,0.711142,0.573887,0.737654,0.746544,0.674764,0.890883
0,0.256094,0.303277,0.440629,-9.97439,-1.65173,-7.04645,-3.97733,4.43362,-8.16269,0.69453,0.566222,0.736605,0.759739,0.653821,0.895582
0,0.258084,0.302727,0.439189,-10.0018,-1.63755,-7.03926,-3.9721,4.40982,-8.15697,0.689466,0.567426,0.717296,0.745234,0.66627,0.873181
0,0.259891,0.301977,0.438132,-9.99611,-1.65066,-7.04114,-3.97683,4.44696,-8.14859,0.707974,0.569511,0.730847,0.738441,0.675592,0.890024
0,0.257577,0.304133,0.43829,-9.9707,-1.65692,-7.05051,-3.98535,4.44718,-8.15046,0.679062,0.55611,0.728981,0.749491,0.652676,0.87598
0,0.26205,0.302632,0.435318,-10.0049,-1.60674,-7.0421,-3.99212,4.43905,-8.15964,0.673469,0.553936,0.740245,0.749411,0.675465,0.888363
0,0.253394,0.309038,0.437568,-9.98534,-1.64215,-7.04251,-3.97982,4.45804,-8.13962,0.687778,0.567298,0.733573,0.77411,0.663354,0.874065
0,0.257917,0.294766,0.447317,-9.9777,-1.63169,-7.05515,-3.97492,4.43504,-8.14263,0.687094,0.570024,0.734461,0.74759,0.673751,0.866351
0,0.254262,0.300963,0.444775,-9.98679,-1.62352,-7.04586,-3.96226,4.44424,-8.14769,0.707408,0.557399,0.729179,0.748874,0.677876,0.883349
0,0.254352,0.310666,0.434982,-9.96532,-1.6378,-7.0355,-3.99165,4.44166,-8.18614,0.697845,0.571441,0.72295,0.740709,0.655908,0.892736
0,0.253014,0.307175,0.439811,-10.0086,-1.63161,-7.03961,-3.97098,4.43851,-8.14899,0.687315,0.573333,0.707401,0.748425,0.672605,0.862889
0,0.260794,0.305323,0.433883,-10.0161,-1.63754,-7.04283,-3.96629,4.4537,-8.16246,0.701552,0.567146,0.718984,0.751727,0.675241,0.861137
0,0.247822,0.304047,0.448131,-9.99211,-1.63929,-7.02899,-3.97746,4.41997,-8.14736,0.691707,0.575716,0.734575,0.732442,0.676372,0.863191
0,0.25679,0.308803,0.434407,-10.0158,-1.63347,-7.03073,-4.00916,4.41482,-8.17072,0.691572,0.573525,0.719439,0.728637,0.661196,0.869786
0,0.258237,0.298979,0.442783,-9.97897,-1.6444,-7.03175,-3.98478,4.43909,-8.18216,0.696985,0.566469,0.733131,0.741985,0.663383,0.887167
0,0.251117,0.30601,0.442873,-9.94706,-1.62929,-7.04634,-3.96951,4.44269,-8.15158,0.681412,0.56965,0.707646,0.748909,0.663131,0.856001
0,0.25886,0.297126,0.444014,-9.99753,-1.64091,-7.03432,-3.96841,4.45873,-8.14824,0.68561,0.575726,0.729124,0.755082,0.677662,0.876883
0,0.261683,0.301179,0.437139,-9.98066,-1.64291,-7.03352,-3.9727,4.43533,-8.16521,0.70635,0.573641,0.730944,0.743687,0.665725,0.877067
0,0.257167,0.300695,0.442138,-9.99104,-1.63731,-7.04647,-3.94971,4.43457,-8.15188,0.70535,0.576355,0.724957,0.74005,0.671945,0.857099
0,0.261386,0.305083,0.433532,-9.96712,-1.63674,-7.04362,-3.98998,4.45344,-8.15085,0.701928,0.561312,0.739546,0.749103,0.667172,0.859405
0,0.265937,0.2925,0.441564,-10.0148,-1.6503,-7.03966,-3.97039,4.42623,-8.15388,0.709045,0.562528,0.735094,0.735516,0.666369,0.885614
0,0.259551,0.303456,0.436994,-10.0183,-1.65106,-7.03676,-3.96394,4.42604,-8.15171,0.718388,0.570739,0.724375,0.742464,0.660432,0.863444
0,0.261348,0.300155,0.438498,-9.98498,-1.64352,-7.03913,-4.01861,4.45115,-8.15958,0.689985,0.568875,0.725039,0.767076,0.679347,0.881682
0,0.264446,0.302491,0.433062,-9.98818,-1.65674,-7.03356,-3.97641,4.42514,-8.14418,0.686956,0.571327,0.720746,0.761754,0.662669,0.865312
0,0.262616,0.310384,0.427,-9.95725,-1.65881,-7.04236,-3.95729,4.43894,-8.15859,0.703045,0.565794,0.717574,0.740807,0.667982,0.874582
0,0.258734,0.302467,0.438799,-10.0015,-1.64124,-7.05054,-4.01142,4.43354,-8.13048,0.699705,0.565132,0.720353,0.728937,0.665776,0.885388
0,0.260008,0.303504,0.436488,-9.98937,-1.64677,-7.04723,-3.97449,4.43462,-8.14148,0.692659,0.565201,0.728448,0.76481,0.658626,0.870197
0,0.25003,0.302774,0.447196,-9.99534,-1.65177,-7.02799,-3.98835,4.44234,-8.15705,0.701128,0.574117,0.726238,0.731487,0.665576,0.881857
0,0.256485,0.307137,0.436378,-9.99382,-1.62984,-7.04384,-3.96839,4.43177,-8.15479,0.679185,0.574936,0.745352,0.73055,0.663018,0.847074
0,0.24872,0.308948,0.442332,-9.98486,-1.63201,-7.03879,-3.99709,4.4382,-8.16412,0.705305,0.574034,0.727213,0.728541,0.681656,0.873948
0,0.25637,0.295331,0.4483,-9.98427,-1.63784,-7.04628,-3.95972,4.43714,-8.14616,0.672765,0.574694,0.734982,0.737579,0.664718,0.882897
0,0.257759,0.301611,0.44063,-9.96696,-1.66621,-7.04979,-3.98143,4.45996,-8.17254,0.697388,0.566577,0.724454,0.735962,0.675598,0.887749
0,0.253244,0.301671,0.445085,-10.0001,-1.63234,-7.04578,-3.96988,4.43828,-8.14745,0.707487,0.571332,0.728053,0.73948,0.666803,0.898632
0,0.256195,0.290737,0.453069,-9.99645,-1.62586,-7.0296,-3.96035,4.40683,-8.15114,0.701914,0.568481,0.734526,0.740941,0.688377,0.892184
0,0.249268,0.311166,0.439566,-9.99588,-1.6382,-7.02697,-3.96304,4.43305,-8.15154,0.695542,0.563192,0.730295,0.745196,0.66798,0.87259
0,0.258656,0.301773,0.439571,-9.99254,-1.63041,-7.05403,-3.96369,4.44029,-8.15636,0.711531,0.569472,0.707696,0.74827,0.669815,0.863196
0,0.259982,0.305472,0.434545,-9.98851,-1.64615,-7.04557,-3.96615,4.44343,-8.16419,0.701,0.558852,0.72495,0.741876,0.660022,0.866342
0,0.25765,0.293819,0.448531,-9.97935,-1.64282,-7.0437,-3.9783,4.45242,-8.17133,0.702186,0.57093,0.723985,0.758454,0.675909,0.89151
0,0.263498,0.299027,0.437474,-9.98813,-1.63655,-7.03222,-4.0133,4.43209,-8.15019,0.687124,0.550245,0.72595,0.75031,0.666333,0.887406
0,0.260212,0.297356,0.442432,-9.95861,-1.63403,-7.0388,-3.97771,4.45009,-8.15365,0.689455,0.576707,0.717893,0.760172,0.678326,0.857399
0,0.253914,0.299691,0.446395,-9.99695,-1.63954,-7.04048,-3.96784,4.42177,-8.18818,0.695317,0.563018,0.730597,0.743794,0.670314,0.881657
0,0.25695,0.305387,0.437663,-9.98334,-1.63554,-7.04109,-3.96927,4.42897,-8.16328,0.692824,0.571411,0.724652,0.743564,0.666738,0.882527
0,0.260751,0.30513,0.434119,-9.9957,-1.63211,-7.05653,-3.96478,4.4415,-8.14541,0.686641,0.578788,0.726498,0.744111,0.679019,0.87283
0,0.263503,0.303606,0.432892,-9.96196,-1.62865,-7.02396,-3.99644,4.45523,-8.14792,0.69453,0.573302,0.727975,0.750214,0.664646,0.883936
0,0.265453,0.304494,0.430053,-9.99817,-1.64504,-7.03425,-3.97428,4.43132,-8.16989,0.67709,0.574117,0.742385,0.745165,0.66909,0.865038
0,0.251563,0.307558,0.440879,-9.96921,-1.63648,-7.04561,-4.00305,4.41527,-8.16459,0.690274,0.581248,0.717033,0.746168,0.66033,0.895991
0,0.257872,0.307031,0.435097,-9.99053,-1.63455,-7.05082,-3.97507,4.4474,-8.15043,0.69169,0.569562,0.71622,0.739087,0.678593,0.85964
0,0.258218,0.308343,0.43344,-9.99067,-1.64059,-7.04951,-3.96966,4.44467,-8.14396,0.711513,0.575737,0.73037,0.74372,0.663873,0.873547
0,0.259289,0.304716,0.435994,-9.97302,-1.63723,-7.05984,-3.96792,4.44505,-8.14778,0.682459,0.559469,0.72619,0.75094,0.671987,0.867423
0,0.256107,0.300341,0.443552,-9.98309,-1.64572,-7.05127,-3.96177,4.42931,-8.16274,0.704492,0.567932,0.728736,0.752525,0.688919,0.896315
0,0.258233,0.303034,0.438733,-9.99222,-1.65928,-7.03699,-3.97019,4.44079,-8.1793,0.695699,0.578814,0.713265,0.739222,0.676588,0.860431
0,0.25831,0.298757,0.442933,-9.98211,-1.63507,-7.03997,-3.98136,4.43375,-8.15769,0.69251,0.58247,0.73962,0.740388,0.661243,0.888883
0,0.253325,0.301244,0.44543,-10.0049,-1.65042,-7.02704,-3.97023,4.43408,-8.16232,0.694745,0.563232,0.729964,0.750277,0.666218,0.865106
0,0.251239,0.306445,0.442316,-9.97168,-1.67488,-7.03239,-3.96328,4.42998,-8.14352,0.709141,0.569601,0.747019,0.749269,0.651107,0.868232
0,0.258433,0.296981,0.444586,-9.98109,-1.64274,-7.06021,-3.99432,4.44797,-8.14869,0.701778,0.577292,0.723676,0.747934,0.666236,0.885164
