# stan_version_major = 2
# stan_version_minor = 15
# stan_version_patch = 0
# model = mixtures_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = mixtures.data.R
# init = 2 (Default)
# random
#   seed = 1979823306
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,sigma_outl,objfrac
# Adaptation terminated
# Step size = 0.277107
# Diagonal elements of inverse mass matrix:
# 0.000204157, 1.49667e-05, 0.00833937, 0.00254537, 0.017493
-324.495,0.893667,0.277107,3,15,0,326.459,5.01463,9.9951,90.2162,0.105317,0.202584
-322.624,0.999347,0.277107,4,15,0,325.116,5.005,9.99885,93.4882,0.103622,0.200504
-323.398,0.961671,0.277107,4,15,0,324.867,5.02981,9.99554,96.9374,0.107539,0.185055
-324.304,0.858975,0.277107,4,15,0,326.107,5.00416,9.99829,112.594,0.0993601,0.190331
-322.374,0.996848,0.277107,3,7,0,324.511,5.0217,9.99688,98.6706,0.10426,0.212889
-322.709,0.872459,0.277107,2,7,0,323.656,5.01752,9.99571,100.171,0.105049,0.20964
-322.773,0.910019,0.277107,2,7,0,324.385,5.0214,9.99588,103.205,0.105346,0.225154
-322.497,0.990879,0.277107,4,15,0,325.292,5.0113,9.99771,99.4039,0.103138,0.188266
-323.713,0.763473,0.277107,3,15,0,327.561,5.02606,9.99412,93.6549,0.10314,0.188718
-322.468,0.995754,0.277107,4,15,0,323.869,5.00628,9.99825,96.8426,0.105289,0.207578
-324.096,0.987438,0.277107,3,7,0,324.417,5.0019,9.99894,98.6985,0.104339,0.169335
-323.755,0.978436,0.277107,4,15,0,328.451,5.03216,9.99462,97.6203,0.10307,0.240356
-322.62,0.997467,0.277107,4,15,0,324.879,5.0165,9.99702,98.9085,0.102927,0.183533
-324.535,0.876517,0.277107,3,7,0,326.016,5.03349,9.99339,106.577,0.0988409,0.196459
-325.108,0.898073,0.277107,4,15,0,326.609,5.00042,10.0005,89.8375,0.106538,0.243397
-323.909,0.996304,0.277107,4,15,0,326.347,4.99735,10.0011,98.6269,0.105052,0.217163
-322.783,0.907019,0.277107,4,15,0,324.849,5.00985,9.99799,95.9268,0.106325,0.227119
-323.316,0.986067,0.277107,3,15,0,324.086,5.01816,9.99693,94.8699,0.102244,0.173417
-324.201,0.980949,0.277107,4,15,0,325.542,5.02361,9.99607,110.876,0.0966795,0.201227
-323.84,0.714755,0.277107,4,15,0,327.786,5.01427,9.99742,91.7198,0.112139,0.207489
-323.244,0.962243,0.277107,4,15,0,329.798,5.01009,9.99828,107.705,0.100672,0.226528
-324.171,0.865833,0.277107,4,15,0,324.889,5.01139,9.99929,100.25,0.0976644,0.222448
-323.474,1,0.277107,3,15,0,324.431,5.00849,9.99682,101.955,0.0991438,0.206277
-327.678,0.608178,0.277107,4,15,0,328.411,5.00392,10.0024,95.6909,0.108815,0.19972
-327.733,0.954905,0.277107,3,13,0,331.334,4.97567,10.0041,97.4617,0.111496,0.203586
-325.345,0.786085,0.277107,3,7,0,329.25,4.98593,10.0009,97.5328,0.110236,0.203454
-324.824,0.988124,0.277107,4,15,0,327.608,5.03224,9.99396,88.9128,0.0998928,0.238722
-324.092,0.452688,0.277107,2,7,0,329.946,5.01942,9.99852,91.2656,0.102253,0.216582
-325.546,0.927106,0.277107,4,15,0,326.306,5.00961,10.0005,108.791,0.101015,0.216408
-325.596,0.997223,0.277107,4,15,0,328.561,4.99923,9.99836,108.956,0.10476,0.167937
-323.786,0.996322,0.277107,4,15,0,327.192,5.0358,9.99384,107.774,0.101865,0.206871
-324.451,0.94263,0.277107,3,7,0,325.096,5.03577,9.99488,108.509,0.0989951,0.206541
-325.791,0.979074,0.277107,4,15,0,326.992,5.00287,9.99903,84.8664,0.113205,0.212628
-325.657,0.984672,0.277107,4,15,0,328.052,5.03038,9.99405,112.774,0.0958654,0.217298
-322.877,0.932869,0.277107,3,7,0,326.687,5.0186,9.99587,97.2013,0.0988201,0.200888
-323.248,0.944745,0.277107,3,7,0,324.082,5.01156,9.99651,94.9461,0.0990795,0.199816
-323.087,0.725724,0.277107,4,15,0,325.553,5.02141,9.99735,97.3468,0.104264,0.184278
-325.554,0.98645,0.277107,3,7,0,326.991,4.9965,10.0003,94.858,0.112071,0.174664
-325.735,0.837781,0.277107,4,15,0,327.939,5.03404,9.99593,105.618,0.0960037,0.21144
-323.14,1,0.277107,3,7,0,325.838,5.03014,9.99528,101.832,0.100352,0.193054
-326.501,0.689686,0.277107,4,15,0,327.727,5.00786,9.99628,93.3416,0.115837,0.212369
-328.691,0.669047,0.277107,4,15,0,332.631,5.02267,9.99274,101.613,0.0972486,0.184249
-329.648,1,0.277107,4,15,0,331.008,5.02651,9.99845,103.262,0.093476,0.184661
-326.76,1,0.277107,4,15,0,330.714,5.02523,9.99406,88.4078,0.116039,0.201384
-326.661,0.916127,0.277107,4,15,0,332.576,5.01073,9.99698,110.605,0.0915405,0.209925
-323.894,0.999391,0.277107,4,15,0,328.144,5.02902,9.99607,95.8533,0.110325,0.190748
-327.042,0.984025,0.277107,4,15,0,329.187,5.0264,9.99634,85.8515,0.10034,0.268171
-323.966,1,0.277107,4,15,0,328.964,5.02585,9.995,101.263,0.0996701,0.174341
-323.375,0.981206,0.277107,4,15,0,326.497,5.0094,9.99831,106.343,0.107736,0.226844
-324.761,0.844442,0.277107,3,7,0,325.79,5.00762,9.99688,109.705,0.108301,0.230892
-325.189,0.997608,0.277107,4,15,0,327.684,5.02237,9.9973,84.5272,0.0990129,0.184484
-324.383,0.996921,0.277107,3,15,0,326.824,5.01797,9.99785,111.254,0.101083,0.237168
-323.501,0.997987,0.277107,4,15,0,326.296,5.028,9.99431,108.58,0.104143,0.206621
-323.744,0.926788,0.277107,4,15,0,325.454,5.00583,9.99752,109.628,0.104202,0.221701
-326.324,0.764318,0.277107,4,15,0,328.677,5.02229,9.99876,97.6151,0.111465,0.179884
-326.339,0.895265,0.277107,2,3,0,328.215,5.01751,9.99435,102.229,0.11157,0.179958
-324.144,0.925791,0.277107,4,15,0,327.745,5.01666,9.99655,99.3241,0.094597,0.192289
-323.297,1,0.277107,4,15,0,324.894,5.01187,9.99786,88.7471,0.108243,0.20562
-325.341,0.794588,0.277107,4,15,0,327.389,4.99101,10.0019,98.5802,0.0983168,0.222757
-324.019,0.998804,0.277107,4,15,0,326.927,5.01559,9.99653,86.7873,0.109646,0.205337
-324.52,0.981408,0.277107,4,15,0,326.033,5.04279,9.99355,107.574,0.104154,0.210159
-328.398,0.704168,0.277107,4,15,0,330.463,5.04726,9.99498,89.3432,0.11268,0.212774
-326.986,0.984765,0.277107,4,15,0,331.097,4.98104,10.0029,106.178,0.0979715,0.20583
-323.023,0.991837,0.277107,4,15,0,327.547,5.0146,9.99731,101.109,0.110078,0.204347
-324.202,0.787843,0.277107,4,15,0,325.84,5.01636,9.99712,91.9483,0.0963965,0.238304
-325.59,0.803977,0.277107,4,15,0,328.418,5.03155,9.99433,120.373,0.108765,0.202193
-325.363,0.973657,0.277107,3,7,0,327.097,5.03142,9.99409,113.381,0.11088,0.224653
-324.962,0.913181,0.277107,4,15,0,329.893,5.00214,9.99919,117.598,0.099134,0.216901
-325.873,0.850197,0.277107,4,15,0,327.69,4.99172,9.99928,106.471,0.100754,0.239569
-324.597,0.968825,0.277107,4,15,0,328.009,5.01903,9.99846,109.715,0.102258,0.227663
-323.203,0.998754,0.277107,4,15,0,327.559,5.01708,9.9957,103.94,0.105124,0.190283
-322.983,0.911006,0.277107,2,7,0,324.056,5.01868,9.99631,107.071,0.105803,0.190482
-322.826,0.994712,0.277107,4,15,0,323.349,5.01497,9.99757,90.1659,0.100038,0.204863
-322.745,0.89892,0.277107,4,15,0,329.549,5.01116,9.99851,105.956,0.104402,0.204605
-323.767,0.937547,0.277107,3,15,0,326.397,5.03135,9.99425,103.556,0.110014,0.205961
-325.068,0.954694,0.277107,4,15,0,330.213,5.0002,10,93.1653,0.0949577,0.227466
-323.82,0.915733,0.277107,3,15,0,326.869,5.02522,9.99527,95.7047,0.110858,0.186734
-323.559,0.930198,0.277107,3,7,0,324.967,5.02477,9.99703,100.078,0.10929,0.196262
-328.134,0.980309,0.277107,3,15,0,329.325,5.04509,9.99218,91.1408,0.114944,0.169379
-327.412,0.844538,0.277107,3,15,0,331.696,5.0113,9.99572,110.407,0.0965537,0.251582
-325.145,1,0.277107,4,15,0,328.241,5.01565,9.99666,91.8188,0.11092,0.166764
-325.806,0.880699,0.277107,4,15,0,327.842,5.02135,9.99751,98.5186,0.100138,0.265694
-325.028,0.985316,0.277107,4,15,0,328.486,4.99975,9.99808,96.2316,0.110778,0.183038
-323.503,0.915476,0.277107,4,15,0,327.574,5.02648,9.99675,99.758,0.105434,0.230594
-323.594,0.987292,0.277107,4,15,0,327.217,5.00547,9.99946,95.9885,0.0997546,0.182866
-323.797,0.895433,0.277107,4,15,0,326.638,5.02242,9.9969,85.75,0.103245,0.193949
-323.196,0.962623,0.277107,4,15,0,324.927,5.02296,9.99709,101.736,0.10852,0.199339
-323.441,0.998502,0.277107,4,15,0,324.033,4.9994,9.99912,94.3906,0.0987864,0.205066
-325.05,0.996448,0.277107,4,15,0,325.779,5.03648,9.99445,100.585,0.108372,0.168783
-325.451,0.965496,0.277107,4,15,0,326.897,4.99936,10,96.5493,0.0985669,0.256166
-325.097,0.999334,0.277107,4,15,0,326.675,4.99385,10.0006,91.4481,0.0990146,0.239682
-323.494,0.983335,0.277107,3,7,0,325.451,4.99746,9.99951,95.9299,0.0999423,0.220536
-323.67,0.986209,0.277107,3,15,0,326.435,5.01938,9.99694,89.2029,0.109714,0.194143
-325.408,0.948846,0.277107,3,15,0,327.426,4.99617,10.0005,99.0231,0.114688,0.207825
-322.295,0.972762,0.277107,3,7,0,325.709,5.01783,9.99726,100.655,0.101529,0.20925
-322.547,0.991104,0.277107,3,15,0,324.296,5.02029,9.99621,99.0733,0.106112,0.222542
-323.834,0.826209,0.277107,3,11,0,324.73,5.02148,9.99441,94.8918,0.103358,0.192703
-323.389,0.97548,0.277107,3,15,0,325.615,5.00991,9.99946,102.616,0.103347,0.192983
-322.671,0.756668,0.277107,2,7,0,325.367,5.01502,9.99815,103.313,0.104376,0.198432
-326.644,0.661633,0.277107,3,9,0,328.206,5.00302,9.99648,93.0863,0.0979545,0.236061
-324.068,0.996843,0.277107,4,15,0,328.61,5.00371,9.99887,97.445,0.0966195,0.233646
-328.019,0.802676,0.277107,3,7,0,328.973,4.99618,9.99868,107.487,0.0996903,0.272432
-325.932,0.987405,0.277107,4,15,0,329.827,5.02548,9.99731,102.182,0.108034,0.160231
-327.154,0.936941,0.277107,3,7,0,328.966,5.02865,9.99625,99.9448,0.0999428,0.146807
-324.759,0.994068,0.277107,3,15,0,331.172,5.01128,9.99656,89.2904,0.0955007,0.218378
-324.795,0.763753,0.277107,4,15,0,327.096,5.0181,9.996,109.499,0.113199,0.201064
-325.129,0.984595,0.277107,4,15,0,325.627,5.023,9.99721,113.013,0.11182,0.197791
-325.29,0.975575,0.277107,3,15,0,326.715,5.02734,9.99553,111.776,0.112565,0.185204
-324.954,0.896299,0.277107,4,15,0,327.802,4.99276,9.99942,87.1232,0.102029,0.207921
-324.632,0.924011,0.277107,4,15,0,326.961,5.02505,9.99386,110.828,0.104465,0.210705
-324.875,0.996292,0.277107,4,15,0,326.438,4.99191,9.99925,103.879,0.100571,0.216893
-324.212,0.99748,0.277107,4,15,0,326.374,5.00393,9.99982,103.786,0.0967496,0.216787
-325.3,0.930346,0.277107,4,15,0,326.368,5.02613,9.99409,90.9752,0.109167,0.173149
-324.452,0.998111,0.277107,4,15,0,326.692,5.00594,9.99791,107.452,0.0994032,0.243231
-323.923,1,0.277107,4,15,0,326.073,5.01563,9.99776,87.7433,0.109991,0.210546
-323.953,0.907055,0.277107,3,7,0,324.745,5.01644,9.99801,89.2251,0.110348,0.206339
-323.615,0.979377,0.277107,4,15,0,325.442,5.01636,9.99752,97.3418,0.101081,0.246573
-323.354,0.959397,0.277107,4,15,0,324.385,5.02253,9.99543,98.3549,0.106338,0.178196
-324.237,0.974445,0.277107,4,15,0,325.453,5.03229,9.99556,105.05,0.107936,0.181399
-324.673,0.81355,0.277107,4,15,0,327.187,4.99882,10.0015,100.515,0.104484,0.191387
-323.265,1,0.277107,2,7,0,324.929,5.00184,9.99799,99.4032,0.103938,0.19728
-323.171,0.975394,0.277107,3,15,0,325.725,5.01635,9.99803,99.9124,0.104049,0.234282
-323.041,0.999133,0.277107,4,15,0,324.637,5.01823,9.99607,96.174,0.100575,0.18298
-323.041,0.625988,0.277107,2,7,0,327.934,5.01823,9.99607,96.174,0.100575,0.18298
-323.222,0.924192,0.277107,4,15,0,323.913,5.01039,9.99669,101.627,0.101461,0.189376
-323.666,0.982632,0.277107,3,15,0,324.863,4.99685,9.99937,96.538,0.106363,0.225372
-325.902,0.959126,0.277107,3,7,0,329.033,5.01726,9.99658,97.1795,0.112749,0.257075
-324.129,0.986498,0.277107,4,15,0,327.816,5.00864,9.99836,104.452,0.0981049,0.24233
-324.8,0.996642,0.277107,3,7,0,325.152,5.00182,9.99907,102.793,0.097484,0.246422
-323.584,0.753254,0.277107,3,7,0,326.693,5.0186,9.99511,99.5977,0.105619,0.227198
-324.299,0.995581,0.277107,4,15,0,325.712,5.01195,9.99897,110.825,0.102333,0.182116
-324.594,0.832398,0.277107,4,15,0,326.143,5.0107,9.99655,112.499,0.101828,0.181995
-328.014,0.965359,0.277107,3,7,0,329.182,5.0291,9.99395,127.729,0.0975906,0.190058
-326.782,0.979138,0.277107,4,15,0,330.539,5.00406,9.99805,79.6,0.110396,0.209409
-326.87,0.792885,0.277107,3,7,0,328.852,5.0036,9.99753,79.5077,0.108509,0.207057
-324.562,0.998054,0.277107,4,15,0,328.683,5.00478,9.99751,91.9948,0.0976352,0.23408
-323.543,1,0.277107,4,15,0,325.049,5.01425,9.99862,104.017,0.109219,0.204394
-325.61,0.832083,0.277107,2,3,0,325.667,5.01657,9.99973,104.734,0.109057,0.203252
-324.559,0.965004,0.277107,4,15,0,328.755,4.99986,9.99795,101.326,0.0976805,0.199847
-326.074,0.749095,0.277107,3,7,0,328.048,5.00082,9.99655,95.6175,0.100268,0.210901
-324.325,0.991088,0.277107,2,7,0,326.937,5.02493,9.998,99.8326,0.102261,0.207507
-323.7,1,0.277107,4,15,0,325.337,5.01492,9.99663,96.2848,0.103793,0.248191
-324.911,0.995771,0.277107,4,15,0,326.192,5.00275,9.99892,106.832,0.0973104,0.2435
-326.569,0.76449,0.277107,4,15,0,328.949,5.03248,9.99623,91.3904,0.108102,0.159972
-326.171,0.801954,0.277107,2,3,0,328.704,5.02245,9.99394,89.1797,0.104651,0.169177
-324.613,0.935793,0.277107,4,15,0,327.942,5.00501,9.99684,104.055,0.108152,0.189557
-325.135,0.976764,0.277107,2,7,0,325.743,5.0042,9.99683,104.404,0.109486,0.188251
-325.424,0.853853,0.277107,4,15,0,331.089,4.99943,10.0013,109.181,0.103857,0.234453
-325.517,0.947218,0.277107,3,7,0,326.884,4.98951,10.0001,112.296,0.10261,0.220336
-323.431,0.957209,0.277107,4,15,0,326.402,5.0062,9.99737,103.788,0.0993453,0.209725
-323.881,0.999534,0.277107,4,15,0,325.252,5.02911,9.99564,94.718,0.106448,0.174175
-323.797,0.985433,0.277107,4,15,0,325.497,5.00773,9.99922,89.1431,0.108166,0.194496
-322.539,0.913219,0.277107,4,15,0,324.693,5.01024,9.99781,99.4749,0.100852,0.192069
-323.355,0.676728,0.277107,3,11,0,325.235,5.01439,9.99569,101.606,0.10268,0.19616
-323.324,0.945659,0.277107,3,15,0,324.842,5.00295,9.99907,102.5,0.099615,0.226898
-322.96,0.926524,0.277107,4,15,0,324.34,5.01459,9.99676,99.3478,0.0988903,0.226738
-323.197,0.999321,0.277107,3,7,0,323.641,5.02368,9.99586,102.128,0.099838,0.232718
-326.111,0.664321,0.277107,4,15,0,326.912,5.02148,9.99374,88.6296,0.110079,0.197008
-325.493,0.959161,0.277107,4,15,0,327.686,5.01566,9.99936,87.5679,0.106984,0.185196
-326.295,0.976359,0.277107,4,15,0,330.753,5.00959,9.99611,96.1512,0.0935535,0.22614
-323.628,1,0.277107,4,15,0,327.888,5.0204,9.99789,107.266,0.106647,0.213374
-323.475,0.997822,0.277107,3,15,0,325.691,5.02077,9.99489,91.2585,0.105629,0.209969
-323.263,0.988737,0.277107,4,15,0,324.372,5.02354,9.99532,91.5948,0.100886,0.22889
-323.582,0.891808,0.277107,3,7,0,324.465,5.02804,9.99466,89.24,0.101287,0.223257
-322.536,0.862642,0.277107,4,15,0,324.647,5.01617,9.99698,94.5529,0.100156,0.220498
-323.128,0.880195,0.277107,4,15,0,323.918,5.01495,9.99795,100.358,0.106818,0.182162
-326.365,0.787321,0.277107,4,15,0,327.728,5.03984,9.99486,98.2523,0.105751,0.160508
-326.009,0.99933,0.277107,4,15,0,328.096,4.996,9.99934,93.3968,0.101248,0.261917
-324.876,0.944455,0.277107,4,15,0,327.826,5.0221,9.99721,104.854,0.110601,0.172648
-323.567,1,0.277107,4,15,0,326.232,5.0042,9.99952,94.5581,0.109977,0.206897
-323.395,0.944824,0.277107,4,15,0,324.557,5.02223,9.99506,104.123,0.100657,0.188929
-324.539,0.988033,0.277107,4,15,0,325.365,5.03033,9.99604,87.3643,0.10703,0.227658
-323.521,0.967285,0.277107,4,15,0,325.496,5.00354,9.99877,111.361,0.101767,0.207684
-322.229,0.996165,0.277107,3,15,0,324.174,5.017,9.99653,96.8963,0.101622,0.209583
-325.647,0.928284,0.277107,3,15,0,326.02,4.99672,9.99982,82.9994,0.0980451,0.212524
-326.046,0.995564,0.277107,4,15,0,329.033,5.03634,9.99389,122.427,0.104616,0.191793
-326.025,0.863532,0.277107,4,15,0,328.277,4.9983,9.99961,80.8801,0.102423,0.229996
-324.218,0.842619,0.277107,3,15,0,327.512,5.00972,9.99623,88.9551,0.102484,0.219384
-327.056,0.926457,0.277107,3,7,0,328.51,5.01445,9.99952,85.4695,0.1097,0.243519
-324.168,0.940974,0.277107,4,15,0,328.726,5.01314,9.99564,89.9053,0.106781,0.207047
-324.332,0.98395,0.277107,4,15,0,326.577,5.02788,9.99348,105.808,0.101986,0.201623
-323.982,0.832831,0.277107,4,15,0,328.714,5.02367,9.99593,103.642,0.0957133,0.193681
-325.065,0.983352,0.277107,4,15,0,326.706,4.98856,10.0014,90.882,0.106906,0.226331
-324.075,0.826554,0.277107,4,15,0,328.276,5.02005,9.99566,104.328,0.0955069,0.209712
-323.475,0.987228,0.277107,3,11,0,325.498,5.01993,9.99555,93.1737,0.109637,0.197304
-324.888,0.983793,0.277107,3,7,0,325.809,5.01272,9.99653,84.3316,0.10546,0.180247
-323.242,1,0.277107,3,7,0,325.022,5.01525,9.99818,91.1622,0.106329,0.190113
-323.179,0.998364,0.277107,4,15,0,324.125,5.02345,9.99668,90.9005,0.0992756,0.207716
-323.276,0.955048,0.277107,4,15,0,324.661,5.01835,9.99739,111.031,0.101268,0.2028
-323.566,0.876527,0.277107,3,15,0,325.268,5.02368,9.99746,93.2172,0.10056,0.199707
-323.465,1,0.277107,4,15,0,324.274,5.02812,9.9963,106.094,0.103792,0.223841
-324.003,0.924079,0.277107,3,15,0,326.276,5.00463,9.99731,98.2542,0.108841,0.190868
-322.922,0.994695,0.277107,4,15,0,325.941,5.02555,9.99611,102.183,0.100968,0.224906
-323.27,0.997946,0.277107,4,15,0,323.947,5.01609,9.99653,89.3432,0.10827,0.20361
-324.807,0.880131,0.277107,4,15,0,327.009,5.02528,9.99548,100.455,0.0943584,0.231684
-322.132,0.989586,0.277107,3,7,0,325.759,5.01609,9.99701,96.7898,0.102803,0.201492
-322.429,0.989834,0.277107,4,15,0,322.96,5.00762,9.99842,100.488,0.105424,0.209553
-324.837,0.885206,0.277107,3,15,0,328.333,5.01173,9.99875,99.1409,0.114307,0.220561
-325.543,0.963225,0.277107,3,15,0,325.963,5.01236,9.99624,99.7139,0.115663,0.215944
-325.944,0.918333,0.277107,4,15,0,330.325,4.9852,10.0016,111.624,0.100407,0.209959
-326.246,0.408975,0.277107,4,15,0,333.049,4.99696,9.99855,101.49,0.115638,0.209342
-325.78,0.993913,0.277107,3,15,0,326.739,4.99581,10.0013,101.507,0.114197,0.209615
-323.519,1,0.277107,4,15,0,326.59,5.00754,9.99937,96.8255,0.10241,0.179424
-324.226,0.831363,0.277107,4,15,0,326.743,5.02124,9.99815,99.4595,0.105193,0.235415
-323.354,0.99048,0.277107,4,15,0,326.038,4.9974,9.99893,96.1643,0.104088,0.204575
-323.595,0.988247,0.277107,3,15,0,326.955,5.01006,9.99896,93.0471,0.108974,0.223074
-323.021,0.969233,0.277107,3,15,0,325.679,5.00936,9.99688,92.037,0.104099,0.206334
-325.706,0.989699,0.277107,3,7,0,326.67,5.01361,9.99825,96.6022,0.0972413,0.262555
-324.46,1,0.277107,4,15,0,326.652,5.00371,9.99908,99.9034,0.096157,0.237671
-326.571,0.987588,0.277107,4,15,0,327.837,5.00044,9.9995,85.7417,0.0931178,0.224292
-326.25,0.863057,0.277107,4,15,0,331.751,5.03323,9.99422,116.569,0.111839,0.18334
-324.58,0.993964,0.277107,4,15,0,329.614,5.00887,9.99855,86.2918,0.104612,0.173185
-324.404,1,0.277107,4,15,0,326.287,5.02162,9.99645,100.116,0.109407,0.167681
-324.246,0.977791,0.277107,4,15,0,326.406,5.00162,9.99984,106.999,0.097191,0.214577
-323.94,1,0.277107,4,15,0,325.994,4.99538,10.0005,93.1509,0.100401,0.191431
-324.522,0.95916,0.277107,4,15,0,326.481,5.00587,9.99932,117.197,0.101159,0.210449
-327.259,0.964515,0.277107,3,7,0,328.409,5.00983,9.99779,124.629,0.0944202,0.19776
-329.264,0.933645,0.277107,3,7,0,332.156,4.99666,9.99995,135.919,0.098612,0.194999
-324.776,0.99274,0.277107,3,7,0,331.947,5.02649,9.99578,119.206,0.103656,0.224793
-327.024,0.894097,0.277107,4,15,0,329.775,4.98012,10.0025,89.6782,0.10102,0.180991
-325.282,0.933113,0.277107,4,15,0,331.979,5.01517,9.99823,97.8503,0.115917,0.196264
-324.53,0.96317,0.277107,4,15,0,327.429,4.99948,9.99872,96.6026,0.10977,0.179449
-325.367,0.962471,0.277107,4,15,0,327.991,5.00799,9.99812,87.847,0.110225,0.169643
-327.076,0.894187,0.277107,4,15,0,330.576,5.01542,9.99857,79.3655,0.1097,0.189328
-326.744,0.996213,0.277107,4,15,0,329.258,5.0302,9.99464,127.376,0.0993575,0.200696
-324.342,0.998461,0.277107,3,15,0,327.87,5.01232,9.99774,89.5908,0.112566,0.216001
-324.659,0.990035,0.277107,4,15,0,325.318,5.03165,9.99506,105.269,0.0955677,0.201112
-324.88,0.589108,0.277107,4,15,0,329.542,5.01739,9.99816,82.5206,0.103767,0.214703
-324.487,0.840917,0.277107,4,15,0,328.431,5.02633,9.99581,119.277,0.104104,0.205756
-323.552,0.991412,0.277107,4,15,0,326.274,5.00424,9.99892,101.053,0.105438,0.239643
-323.759,0.983468,0.277107,4,15,0,326.906,5.02425,9.99579,94.3737,0.101741,0.170355
-323.795,0.992902,0.277107,4,15,0,325.737,5.00572,9.99864,89.3301,0.10048,0.235583
-323.945,0.986126,0.277107,3,15,0,326.3,5.02004,9.99645,95.8914,0.112232,0.187567
-323.741,0.998633,0.277107,4,15,0,324.417,5.023,9.99638,94.6463,0.111929,0.197011
-323.31,0.979598,0.277107,4,15,0,327.035,5.00747,9.99787,100.161,0.0971576,0.217514
-326.171,0.910598,0.277107,4,15,0,327.771,5.03821,9.99248,94.8497,0.112023,0.176598
-324.101,0.937669,0.277107,4,15,0,327.728,5.03234,9.99537,92.3249,0.110729,0.210232
-323.282,0.994626,0.277107,4,15,0,327.521,5.01837,9.9973,107.033,0.0982894,0.203886
# 
#  Elapsed Time: 3.49319 seconds (Warm-up)
#                1.74264 seconds (Sampling)
#                5.23584 seconds (Total)
# 
